Id	Remarks	Name	ShowName	Level	NpcType	NpcFigure	Portrait	Scale	ParticleScale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	DeadSkill	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	BornEffectTime	BornAnimTime	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	TauntSound	HitSound	DeadSound	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
114	法师凤凰蛋	法师凤凰蛋		1	1								10000	10000	0	5000	0	0	0	0	0	0	0	350		0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	130716		TRUE	TRUE	TRUE															FALSE				1	Circle	1	半径	0.3														
#怪物模板																																																																																	
1011	斧头布鲁夫	哥布林斧手		1	0	0	G1011	1		FALSE			10000	1000000	500	250	0	0	0	0	0	0	0	300	100	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1012	掷矛布鲁夫	哥布林矛兵		1	0	0	G1012	1		FALSE			10000	10000	500	250	0	0	0	0	0	0	0	300	100	0	0	0	0	0	0	0	50	200	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1013	螺旋布鲁夫精英怪	哥布林精英		1	0	0	G1013	1.8		TRUE			1000000	10000	2000	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300101|300102|300117		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_03	1013						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1014	纵火布鲁夫	哥布林火徒		1	0	0	G1014	1		FALSE			10000	10000	500	250	0	0	0	0	0	0	0	300	100	0	0	0	0	0	0	0	50	200	FALSE	10	1000	3000	TRUE	300106		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1015	哥布林boss	哥布林酋长		1	0	2	G1015			TRUE			10000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	200	FALSE	13	1000	400	TRUE	300111|300112|300113|300114|300115		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Boss_Goblin_01	1015						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1021	利爪狼人精英	利爪精英狼		1	0	1	G1021	1.2		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	600	200	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021					30010009	1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
1022	骨斧小狼人	骨斧小狼人		1	0	0	G1022	1.1		FALSE			100000	10000	500	250	0	0	0	0	0	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022						1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
1031	王国军长矛兵	王国长矛兵		1	0	0	G1033						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300306|300307		TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDArmyPike_01	1031						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1032	王国军剑兵	王国剑兵		1	0	0	G1032						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300308|300309		TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDArmySword_01	1032						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1033	王国军火枪兵	王国火枪手		1	0	0	G1033						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300302|300303		TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDMusketeer_01	1033						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1034	王国军霰弹枪兵	王国重枪兵		1	0	0	G1034						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300301|300304|300305		TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDShotgun_01	1034						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1043	银盾军激光枪兵	银盾激光兵		1	0	0	G1043						10000	10000	500	250	0	0	0	0	0	0	0	250	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300401|300402		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLaser_01	1043						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1045	银盾军剑盾兵	银盾剑兵		1	0	1	G1044						10000	10000	500	250	0	0	0	0	0	0	0	250	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300403|300404|300413		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLancer_01	1045					30010009	1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1046	银盾军长枪兵	银盾枪兵		1	0	1	G1045						10000	10000	500	250	0	0	0	0	0	0	0	250	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300405|300406|300407|300408|300409|300410|300411|300412		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSPike_01	1046					30010009	1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1051	鼠人精英	滚地精英鼠		1	0	1	G1051	1.8		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	600	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300501|300502|300505		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_BurrowMouse_01	1051					30010009	1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1052	瘟疫鼠人	瘟疫鼠人		1	0	0	G1052			FALSE			100000	10000	500	250	0	0	0	0	0	0	0	300	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300503		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_PlagueMouse_01	1052						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1053	小鼠人	小鼠人		1	0	0	G1053			FALSE			100000	10000	500	250	0	0	0	0	0	0	0	500	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1061	壮汉大锤	金盔锤兵		1	0	2	G1061	1.3					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300605|300606		TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KAWarhammer_01	1061						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1062	壮汉加农炮	金盔炮兵		1	0	2	G1062	1.3					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300601|300603		TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KACannon_01	1062						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1063	（暂时别用）壮汉大锤影子（召唤）	锤兵影子		1	0	2	G1061	1.3					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300605|300606		TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KAWarhammer_02	1061						1000	1500		Sound/Npc/SE/male_hit_01|Sound/Npc/SE/male_hit_02|Sound/Npc/SE/male_hit_03	Sound/Npc/SE/male_dead_01|Sound/Npc/SE/male_dead_02|Sound/Npc/SE/male_dead_03			FALSE				1	Circle	1	半径	0.3														
1071	独眼巨人大锤	巨人碎裂者		1	0	2	G1061	1.4		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300701|300702		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_01	1071					30010009	1000	1500		Sound/Npc/SE/beast_hit_01|Sound/Npc/SE/beast_hit_02	Sound/Npc/SE/beast_dead_01|Sound/Npc/SE/beast_dead_02			FALSE				1	Circle	1	半径	0.3														
1072	独眼巨人巨石	巨人投掷者		1	0	2	G1062	1.4		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300703|300704		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_02	1072					30010009	1000	1500		Sound/Npc/SE/beast_hit_01|Sound/Npc/SE/beast_hit_02	Sound/Npc/SE/beast_dead_01|Sound/Npc/SE/beast_dead_02			FALSE				1	Circle	1	半径	0.3														
1111	斧头布鲁夫精英怪	精英斧手		10	0	1	G1011	1.8		TRUE			818300	10000	8400	5000	5000	5	150	105	105	0	0	300	100	0	10000	0	10000	0	10000	0	50	200	FALSE	7	1000	400	TRUE	300126		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1112	掷矛布鲁夫精英怪	精英矛兵		11	0	1	G1012	1.8		TRUE			369700	10000	8400	2750	2750	5	150	105	105	0	0	450	150	0	11000	0	11000	0	11000	0	50	200	FALSE	10	1000	400	TRUE	300125		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1113	布鲁夫精英怪削弱版	哥布林刀兵		1	0	1	G1013	1		FALSE			10000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300101|300102		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_03	1013					30010009	1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1114	纵火布鲁夫精英怪	精英火徒		10	0	1	G1014	1.8		TRUE			818300	10000	8400	5000	5000	5	150	105	105	0	0	450	150	0	10000	0	10000	0	10000	0	50	200	FALSE	10	1000	3000	TRUE	300124		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1115	哥布林boss削弱版	哥布林锤兵		1	0	2	G1015	0.7		FALSE			10000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	200	FALSE	13	1000	400	TRUE	300111|300112|300113|300114|300115		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Boss_Goblin_01	1015						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1121	利爪狼人精英削弱版	利爪狼人		1	0	1	G1021	0.7		FALSE			100000	10000	500	250	0	0	0	0	0	0	0	600	200	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021					30010009	1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
1122	骨斧小狼人精英怪	骨斧精英狼		1	0	0	G1022	1.7		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022						1000	1500		Sound/Npc/SE/wolf_hit_01|Sound/Npc/SE/wolf_hit_02	Sound/Npc/SE/wolf_dead_01|Sound/Npc/SE/wolf_dead_02			FALSE				1	Circle	1	半径	0.3														
1151	鼠人精英削弱版	滚地鼠人		1	0	1	G1051	1		FALSE			100000	10000	500	250	0	0	0	0	0	0	0	600	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300501|300502		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_BurrowMouse_01	1051					30010009	1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1152	瘟疫鼠人精英怪	瘟疫精英鼠		1	0	0	G1052	1.8		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	300	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300503		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_PlagueMouse_01	1052						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1153	小鼠人精英怪	精英小鼠人		1	0	0	G1053	1.8		TRUE			100000	10000	500	250	0	0	0	0	0	0	0	500	100	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053						1000	1500		Sound/Npc/SE/monster_hit_01|Sound/Npc/SE/monster_hit_02|Sound/Npc/SE/monster_hit_03	Sound/Npc/SE/monster_dead_01			FALSE				1	Circle	1	半径	0.3														
1171	独眼巨人大锤削弱版	巨人锤手		1	0	2	G1061	0.6		FALSE			100000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300701|300702		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_01	1071					30010009	1000	1500		Sound/Npc/SE/beast_hit_01|Sound/Npc/SE/beast_hit_02	Sound/Npc/SE/beast_dead_01|Sound/Npc/SE/beast_dead_02			FALSE				1	Circle	1	半径	0.3														
1172	独眼巨人巨石削弱版	巨人石兵		1	0	2	G1062	0.6		FALSE			100000	10000	500	250	0	0	0	0	0	0	0	500	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300703|300704		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_02	1072					30010009	1000	1500		Sound/Npc/SE/beast_hit_01|Sound/Npc/SE/beast_hit_02	Sound/Npc/SE/beast_dead_01|Sound/Npc/SE/beast_dead_02			FALSE				1	Circle	1	半径	0.3														
2011	僵尸男赤	嗜血僵尸男		1	0	0	G2011						10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310101|310102		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_01	2011						1000	1500		Sound/Npc/SE/skeleton_hit_01|Sound/Npc/SE/skeleton_hit_02	Sound/Npc/SE/skeleton_dead_01|Sound/Npc/SE/skeleton_dead_02			FALSE				1	Circle	1	半径	0.3														
2012	僵尸男青	剧毒僵尸男		1	0	0	G2012						10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310104|310103		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_02	2012						1000	1500		Sound/Npc/SE/skeleton_hit_01|Sound/Npc/SE/skeleton_hit_02	Sound/Npc/SE/skeleton_dead_01|Sound/Npc/SE/skeleton_dead_02			FALSE				1	Circle	1	半径	0.3														
2013	僵尸女	冷血僵尸女		1	0	0	G2013						10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310105|310106		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_03	2013						1000	1500		Sound/Npc/SE/skeleton_hit_01|Sound/Npc/SE/skeleton_hit_02	Sound/Npc/SE/skeleton_dead_01|Sound/Npc/SE/skeleton_dead_02			FALSE				1	Circle	1	半径	0.3														
2021	骷髅剑盾	骷髅剑盾兵		1	0	0	G2021						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021						1000	1500		Sound/Npc/SE/skeleton_hit_01|Sound/Npc/SE/skeleton_hit_02	Sound/Npc/SE/skeleton_dead_01|Sound/Npc/SE/skeleton_dead_02			FALSE				1	Circle	1	半径	0.3														
2022	骷髅骨棒	骷髅骨棒兵		1	0	0	G2022						10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022						1000	1500		Sound/Npc/SE/skeleton_hit_01|Sound/Npc/SE/skeleton_hit_02	Sound/Npc/SE/skeleton_dead_01|Sound/Npc/SE/skeleton_dead_02			FALSE				1	Circle	1	半径	0.3														
