Id	LinkId	Desc	CampId	Pos	Pos2	RotAngle	IsEnable	IdleAnimSet	AiLogic	AiParamDesc0	AiParam0	AiParamDesc1	AiParam1	AiParamDesc2	AiParam2	AiParamDesc3	AiParam3	AiParamDesc4	AiParam4	AiParamDesc5	AiParam5	AiParamDesc6	AiParam6	AiParamDesc7	AiParam7
2105	106704	小鼠人	2	37.51624 152.3911 19.37836		148.7691	FALSE	15|16|17	20001		0														
2106	106704	小鼠人	2	43.1027 152.3911 21.78728		138.3312	FALSE	15|16|17	20005		0				105300										
#2107	106704	小鼠人	2	44.2888 152.3911 27.78363		312.5034	FALSE	15|16|17	20005		0				105300										
2108	106704	小鼠人	2	41.54995 152.3911 32.55135		103.8918	FALSE	15|16|17	20001		0														
2109	106704	小鼠人	2	37.12396 152.3911 36.06775		207.5282	FALSE	15|16|17	20001		0														
#C区																									
3001	106701	矿工锄头	2	27.1669 152.3911 64.48019		325.6866	FALSE	15|16|17	20001		0														
3002	106701	矿工锄头	2	30.14062 152.3911 66.16232		228.6976	FALSE	15|16|17	20001		0														
#3003	106701	矿工锄头	2	29.6056 152.3911 62.04381		36.16637	FALSE	15|16|17	20001		0														
3004	106702	矿工水晶爆破者	2	26.18341 152.3911 61.9049		157.8462	FALSE	15|16|17	20002		0														
3005	106702	矿工水晶爆破者	2	32.98896 152.3911 64.80511		120.9999	FALSE	15|16|17	20002		0														
#3006	106702	矿工水晶爆破者	2	32.40488 152.3911 60.488		64.59894	FALSE	15|16|17	20002		0														
3007	106702	矿工水晶爆破者	2	28.63896 152.3911 59.91811		189.8648	FALSE	15|16|17	20002		0														
3101	106704	小鼠人	2	37.44845 152.4365 67.69031		325.6866	FALSE	15|16|17	20001		0														
3102	106704	小鼠人	2	21.55271 152.3911 68.56965		228.6976	FALSE	15|16|17	20005		0				105300										
#3103	106704	小鼠人	2	38.05039 152.4609 66.23538		36.16637	FALSE	15|16|17	20001		0														
3104	106704	小鼠人	2	37.74366 152.4832 64.46953		157.8462	FALSE	15|16|17	20001		0														
#3105	106704	小鼠人	2	20.59163 152.3911 67.2736		120.9999	FALSE	15|16|17	20001		0														
3106	106704	小鼠人	2	20.9626 152.4142 65.28191		64.59894	FALSE	15|16|17	20005		0				105300										
#D区																									
4001	106705	大鼠人精英（BOSS）	2	66.98015 152.4848 75.1151		325.6866	FALSE	15|16|17	20001		0														
4002	106704	小鼠人	2	67.43091 152.4972 78.86845		228.6976	FALSE	15|16|17	20005		0				105300										
4003	106704	小鼠人	2	70.41605 152.4455 76.03255		36.16637	FALSE	15|16|17	20001		0														
4004	106704	小鼠人	2	70.12933 152.4633 73.29337		157.8462	FALSE	15|16|17	20001		0														
4005	106704	小鼠人	2	64.7868 152.5051 77.8952		120.9999	FALSE	15|16|17	20001		0														
4006	106703	滚地老鼠	2	67.83115 152.4615 69.45783		64.59894	FALSE	15|16|17	20005		0				105100										
4007	106703	滚地老鼠	2	68.05021 152.4418 72.3303		189.8648	FALSE	15|16|17	20005		0				105100										
